text,created_at,user,user utc offset,language,lat,id,user time zone,lng,user location
"Another SUPER TYPHOON ""Yolanda"" is set to test our beloved country. Let us all together PRAY for the safety of... http://t.co/ub9SRQGBBQ",1383722768.0,TanClarenceHere,Philippines,en,,'398109048647602176',Quito,,-18000
everyone;s panic buyin alr bec of the typhoon????? wow,1383722772.0,jonginholic,  sthqorean ,en,,'398109067534536704',Paris,,3600
Lord Please no typhoon on my birthday :(((,1383722780.0,demnhot09,Quezon City,en,,'398109099268657152',Alaska,,-32400
"@ANCALERTS: PAGASA: Typhoon Yolanda at 1,110 km east of Hinatuan, Surigao Del Sur, moving west northwest at 30kph #YolandaPH",1383722781.0,NDeeHaj,,en,,'398109103588782080',Beijing,,28800
God bless everyone. The supertyphoon is really terrifying :(,1383722781.0,EzylVeronne,The PH||,en,,'398109103056105472',Alaska,,-32400
A few more hours before Yolanda reaches the PAR.,1383722782.0,tealthetruth,,en,,'398109108131213313',Alaska,,-32400
RT @JKVSunStar: Talisay CH issues newsletter advising residents what to do when #YolandaPH makes landfall. #Cebu  http://t.co/EzdRm4ZiB1,1383722782.0,sunstarcebu,Cebu,en,,'398109109288853504',Singapore,,28800
We just all need to #Pray #YolandaPH,1383722783.0,MaaarryJooyyy,"PH , Niall's Heart",en,,'398109113026375680',Singapore,,28800
Recent Update. #Yolanda #PrayForPhilippines http://t.co/vryJwwHMTV,1383722784.0,GOPIElocks,Philippines,en,,'398109114301030401',Alaska,,-32400
a super typhoon's about to hit us and they say it's really strong. oh.,1383722790.0,HeartsJustice,Yours Truly,en,,'398109142558072832',Beijing,,28800
"""@darenbolor: Pray for Philippines! #YolandaPH""",1383722792.0,YANsapanatime,Fabulous World|| Philippines,en,,'398109150816657408',Beijing,,28800
[GMA Weather] PHOTO: Baseco residents brace for 'Haiyan' | GMA News OnlineResidents of Baseco Compound in To... http://t.co/JvIpeNtavI,1383722792.0,PHWeatherNow,Philippines,en,,'398109151332544512',,,
Why did they call the storm yolanda?,1383722800.0,BronzeIsTheOne,Philippines,en,,'398109184480137217',Alaska,,-32400
"""@ANCALERTS: PHOTO: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/Ej2KYRRbpT""",1383722800.0,Owma21,Caloocan City,en,,'398109183146344448',Pacific Time (US & Canada),,-28800
@ANCALERTS: PHOTO: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/ikX8ggWDAN,1383722801.0,leilu24,,en,,'398109188666036225',,,
May Super typhoon &gt;&lt;,1383722801.0,GelicaCarreon,"Philippines,Quezon City",en,,'398109188624109568',,,
Typhoon Yolanda is coming.. Keep safe friends,1383722802.0,kimpz_1130,Philippines,en,,'398109191459459072',Pacific Time (US & Canada),,-28800
Go away typhoon Yolanda. Go away.,1383722802.0,_ramosgab,,en,,'398109189978853377',Alaska,,-32400
So Typhoon Yolanda will be hitting PHL this week. That means I won't wear my new pair of kicks until the typhoon gets away. LOL,1383722802.0,justinebacnis,Philippines,en,,'398109189681061888',Beijing,,28800
Take care ate ^o^ RT @anjell_27: Super Typhoon is coming. Praying for everyone's safety.,1383722804.0,yyossismee,"Bekasi , Indonesia",en,,'398109199122452480',Jakarta,,25200
"My fam's so hardcore, this typhoon is nothing as long as they have prayers and each other and also lessons from Doomsday Preppers. ",1383722809.0,vicentamadilina,Top of Mt. Everest,en,,'398109220509212672',Beijing,,28800
"Be safe, prepare and pray for the typhoon everyone.",1383722810.0,cutiedawn05,Cebu City Philippines,en,,'398109224510554112',Alaska,,-32400
It's only the first week of school &amp; here I am already wishing typhoon Yolanda causes class suspensions so I could avoid Friday workloads..,1383722811.0,jevalene,Philippines,en,,'398109230781050880',Hong Kong,,28800
"There you go... signal number 1, #YolandaPH http://t.co/VUlubi8W1U",1383722816.0,aburdeghendo,Siaton and Dumaguete City,en,,'398109249823571968',Taipei,,28800
"Lord, please spare all of us from the storm. #YolandaPH",1383722819.0,kazukilicious,Fairyland,en,,'398109262661963776',Singapore,,28800
 Doing obligations at school. Hope everybody understands; I will be back as soon as possible. And then there is this typhoon. #OA,1383722822.0,RunicRookie,Long Island,en,,'398109276591628288',Beijing,,28800
Got a view of #YolandaPH . Keep safe guys! http://t.co/muczqPlqHh,1383722822.0,airopotato,city of dreams,en,,'398109274536022017',Beijing,,28800
The entire Visayas' preparation for #YolandaPH is so impressive. #BangonSugBohol,1383722824.0,SenyoritoPEPE,Cebu ,en,,'398109285202157569',Pacific Time (US & Canada),,-28800
"RT @cjrobleza I like the fact that preparations are being done prior to the typhoon. We learned our lesson, I suppose.",1383722824.0,christianrellis,In your ,en,,'398109284703014913',Kuala Lumpur,,28800
Godbless &amp; keep safe sa paparating na super typhoon. Remember that we also have a super Man. He's the one up there. P R A Y. :) Goodnight. ,1383722826.0,jhowie_o3,Phil,en,,'398109293708197888',Beijing,,28800
Brace yourselves bagyo tweets are coming.,1383722826.0,Toniiiibaby,,en,,'398109293146165248',Singapore,,28800
I feel so helpless thinking about what could happen with Yolanda nearing the Philippines.,1383722827.0,LeFlorenciaOP,"Iligan City, Philippines",en,,'398109297655050240',Alaska,,-32400
is this super typhoon for real?? Scary,1383722827.0,superK_ph,manille!,en,,'398109297529204736',Alaska,,-32400
"Holy cow RT @afreedma: Now THIS is what I call a hurricane - Cat. 5 Super Typhoon Haiyan, headed for the Philippines. http://t.co/91mGM65U8L",1383722828.0,ageewx,ND via IL,en,,'398109301656412163',Central Time (US & Canada),,-21600
Aftershocks and Typhoon. NOT A GOOD PAIR!,1383722831.0,itsmeDeeya,,en,,'398109314029608960',Alaska,,-32400
"Can't even sleep, anxious about this typhoon",1383722831.0,blanchealys,,en,,'398109315044618242',Pacific Time (US & Canada),,-28800
Keep safe Visayas. My prayers are with you! #yolandaph #pray,1383722835.0,ImmAToothFairy,Cebu -Tuna City - Cebu ,en,,'398109332270620672',Hong Kong,,28800
"I'm actually waiting for the typhoon. I don't know why, but I'm looking forward to tomorrow. Is feeling weird",1383722837.0,triapiyaya,"  , ",en,,'398109337236692992',Pacific Time (US & Canada),,-28800
"I pray that the supertyphoon will spare us. Please Lord, our people have suffered enough. #YolandaPH",1383722837.0,chaichi07,,en,,'398109337840656384',Arizona,,-25200
"""@ABSCBNChannel2: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/szPOP7c6ze""",1383722839.0,BeverlyClaireLo,Pasay City,en,,'398109347198156800',,,
My mom won't allow me to go to LDP if the super typhoon decides to dance around the country this weekend.,1383722843.0,errikuhh,MNL,en,,'398109361894998016',Hong Kong,,28800
Quake-hit Bohol prepares for 'Yolanda' http://t.co/9T6FaQr40C,1383722844.0,ABSCBNNews,"Manila, Philippines",en,,'398109368991752193',Taipei,,28800
#abscbn #regions Quake-hit Bohol prepares for 'Yolanda' http://t.co/7ydZVblXgK,1383722845.0,enternews_01,"NCR, Philppines",en,,'398109372728897536',Hong Kong,,28800
Keep safe everyone! #YolandaPH is coming! Be prepared!,1383722846.0,AkoSiDeee,"Iloilo City, Philippines",en,,'398109375094468609',Ulaan Bataar,,28800
Will sleep with a smile on my face maskin naay bagyo mosulod.. i just felt good after that talk..thanks for always hearing me out :p,1383722846.0,me_am_jen,"Cebu, Philippines",en,,'398109374880571392',Pacific Time (US & Canada),,-28800
can't sleep!! im very much worried about this super typhoon.. huhuhuhu keep safe everyone.. prayers are badly needed now #YolandaPH,1383722848.0,imcutie09,,en,,'398109386280665089',,,
#YolandaPH Shoo go away,1383722849.0,rommeljaygilang,,en,,'398109388235231232',Alaska,,-32400
#Yolanda is coming! Praying for the safety of all my family and friends. Yolanda may be strong but we have a stronger God :) #faith,1383722851.0,SirKevinJulius,Philippines,en,,'398109398993600512',Hawaii,,-36000
"Lord, please help our country from #yolanda.",1383722853.0,TheMardoShow,Baguio City,en,16.42650784,'398109405826142208',Taipei,120.60803317,28800
Yolanda now enters the Philippines. http://t.co/kNIxB3eLXZ,1383722855.0,TudloApp,,en,,'398109414097715201',,,
@iSOTTOpes: TestTesTeT TyTypTyphTyphoTyphooTyphoon,1383722859.0,KoyaBigs,"Cebu , Philippines",en,,'398109429830123520',Hong Kong,,28800
Always watch your steps. Be ready. Don't let yourself get hurt  #YolandaPH,1383722863.0,AndyCalibo,Philippines,en,,'398109448792584192',Singapore,,28800
"DOST-PAGASA Weather Update..Hourly update on YOLANDA At 10:00 p.m. 06 November 2013, the eye of Typhoon... http://t.co/07W9ye8NEa",1383722864.0,kuyaaljz,"Balingasag, Misamis Oriental",en,,'398109450176720896',Alaska,,-32400
Ok what's the real name of the typhoon? Haiyan or Yolanda? -_-,1383722866.0,danieLALAvedyou,in the Universe,en,,'398109460578566145',Hong Kong,,28800
The Tagum City Disaster Risk Reduction and Management Office is now preparing ahead of Typhoon Yolanda. For... http://t.co/OL4wDnyB7M,1383722866.0,tagumcity,"Tagum City, Philippines",en,,'398109460394045440',Hong Kong,,28800
"fuck yolanda, I'm fucking going to fucking school to fucking watch the fucking city meet and fucking support my classmates. FUCK THIS SHIT!",1383722867.0,IncentRedosendo,At the Edge of the Earth,en,,'398109463732682752',Beijing,,28800
Asking that you please stop and pray for Palau. A level 5 Typhoon is looking to hit around 2pm our time!! Please please pray!!,1383722868.0,TashSmithLLM,"Stillwater, OK",en,,'398109470372659200',,,
@dost_pagasa when will southern Luzon be experiencing heavy rains due to Yolanda ?,1383722869.0,melgaza,philippines,en,,'398109473534775296',Alaska,,-32400
@glamourbyMissG Twinsie take care ha! I hope that the typhoon when it hits does not make too much damage or cause any flood there.,1383722870.0,Jillian_Climaco,Philippines,en,,'398109476735025153',Alaska,,-32400
Maintenance in the Philippines soon. :O #PrayforPhilippines #YolandaPH,1383722875.0,JuiceMwah,Earth,en,,'398109497110953984',Beijing,,28800
Keep safe everyone. #YOLANDA,1383722876.0,khosette18,Philippines,en,,'398109501540143104',Beijing,,28800
"@mitzisilver You better watch out, you better not cry, better not pout I'm telling you why Yolanda is coming to town. hahahaha",1383722878.0,ZivZoleta04,"Madrid, Spain",en,,'398109510436261889',Beijing,,28800
This Typhoon Yolanda is really strong. Keep safe guys #GoAwayYolandaBitch http://t.co/4Xn0eAdKaX,1383722878.0,AyyTangaLangDre,,en,,'398109510536933376',Beijing,,28800
@_uloveYULI lol I'm no bird ctfu but if I let you tell it the ppl I like are birds ctfu bye Yolanda,1383722879.0,IamGioja,CT,en,,'398109515465641984',Eastern Time (US & Canada),,-18000
"@benchMARK007 ahaha you dont wanna see what I got when I searched for ""Yolanda""",1383722880.0,Mstr_Bin,"Bacolod City, Philippines ",en,,'398109520712318976',Alaska,,-32400
"""Kwento ng Pasko"" Thank God for sending us your merciful Lord of our restless being  #YolandaPH please be weak",1383722881.0,renco07,Philippines,en,,'398109522612322304',Hong Kong,,28800
@marc_tan2 its not yolanda anymore? Haha,1383722882.0,ashshian,Cebu City,en,,'398109527339315200',Singapore,,28800
"""@ABSCBNChannel2: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/UrPXViCXrA""",1383722883.0,iluvpinkangelv,"philippines,nova Q.C.",en,,'398109529818157056',Alaska,,-32400
@ABSCBNChannel2: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/98GArJe7o6,1383722883.0,_itsIrene_,              Holland ,en,,'398109532330930176',Greenland,,-10800
"At 10:00 p.m. 06 November 2013, the eye of Typhoon ""YOLANDA"" was estimated based on all available data at 1,110... http://t.co/TGzAGKK5uM",1383722884.0,tvpatrolnm,,en,,'398109536802050048',Pacific Time (US & Canada),,-28800
Keep safe peeps. heard that the coming typhoon must be strongest for 2013. #Vigilance,1383722884.0,0x0xcj,pasig city,en,,'398109536273178624',Beijing,,28800
@airopotato: Got a view of #YolandaPH . Keep safe guys! http://t.co/a5RvqDwi1U,1383722885.0,allannnator,MNL,en,,'398109539054006272',Hong Kong,,28800
@piihn yes ;; so not ready with the super typhoon ;;,1383722887.0,baekhyuntiful,5+6=1+1+2+7,en,,'398109549850144770',Hong Kong,,28800
"PNP to deploy disaster response units, emergency equipments for incoming typhoon || Nov. 6, '13 | Watch: http://t.co/llkYS7H3rp via PTVph",1383722890.0,VideoTweetsPH,Philippines,en,,'398109561770741760',,,
A strengthening Super Typhoon Haiyan is posing a serious threat to lives and property across the Philippines,1383722890.0,TGMonde,Genve,en,,'398109558876278784',Hawaii,,-36000
"NewsLife: Cebu braces for 'Yolanda' || November 6, 2013 | Watch: http://t.co/pT3FWqAkVy via PTVph",1383722891.0,VideoTweetsPH,Philippines,en,,'398109564438339585',,,
"NewsLife: Phil. Coast Guard all set for incoming typhoon 'Yolanda' || November 6, 2013 | Watch: http://t.co/4OSs24W9P9 via PTVph",1383722891.0,VideoTweetsPH,Philippines,en,,'398109566753599488',,,
All these Typhoon Yolanda talk is psyching me out!,1383722891.0,ianmacias_,,en,,'398109564656029696',Sydney,,39600
@ANCALERTS: PHOTO: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/dFHWGP8Onj -Godbless PH,1383722893.0,ChL03CP,Philippines,en,,'398109571866062848',Alaska,,-32400
"[NewsLife] Weather Forecast: Update on Int'l Typhoon 'Haiyan'/'Yolanda' || November 6, 2013 | Watch: http://t.co/Ajqn1ZJwN0 via PTVph",1383722893.0,VideoTweetsPH,Philippines,en,,'398109571572854784',,,
"""@airopotato: Got a view of #YolandaPH . Keep safe guys! http://t.co/gbL1rla5kz""",1383722894.0,ImUrsTheScript,Scriptling,en,,'398109576131641345',Beijing,,28800
Yolanda's sucking the winds away.,1383722895.0,Crisssssstina11,"Cebu, Philippines :)",en,,'398109583375212544',Beijing,,28800
"Good night and keep safe, everyone!  #YolandaPH",1383722898.0,ARRONatics,,en,,'398109594133598208',Alaska,,-32400
DOTC on full alert for 'Yolanda' http://t.co/e5fkPpXgsl #YolandaPH | via @ANCALERTS,1383722901.0,peytchuki,,en,,'398109605256912896',Taipei,,28800
@Potato_vin i had 30 months ago. Quit for a few months. Now i got 6. Darn. But i don't care. I only have one thing to care about. Yolanda.,1383722908.0,acecavales,,en,,'398109637603373056',,,
@ANCALERTS: PAGASA: Typhoon Yolanda has max. winds of 195kph &amp; gustiness of up to 230 kph #YolandaPH,1383722910.0,tygyanndc,"Leyte, Philippines",en,,'398109645648060416',,,
"What if mag bagyo, then at the same time mag linog? Then mag tornado pajud? Ahhhhh! This isn't right najud. #Pray",1383722913.0,annaloisaa,Cebu City,en,,'398109658302279682',Beijing,,28800
"""@AyyTangaLangDre: This Typhoon Yolanda is really strong. Keep safe guys #GoAwayYolandaBitch http://t.co/9xTDFCtyIn""",1383722915.0,meagantarayo,"Calamba, Laguna",en,,'398109664254377984',Beijing,,28800
Yolanda back off ,1383722920.0,ravenyyyy,Philippines,en,,'398109685091270656',Alaska,,-32400
"Funny that typhoons have same names with my Aunties, Wilma and Yolanda... :))",1383722920.0,irisvaniiz,,en,,'398109687859527680',Beijing,,28800
@AyyTangaLangDre: This Typhoon Yolanda is really strong. Keep safe guys #GoAwayYolandaBitch http://t.co/th58Yt6iBP,1383722923.0,maureenjoy,"Manila, Philippines",en,,'398109701310660608',Alaska,,-32400
Don't panic. Stay calm. Let's pray. #YolandaPH,1383722923.0,filorayyyt,"Masbate City, Philippines",en,,'398109699771351040',Singapore,,28800
"#LongSleeves for the rest of the night. Cause #Yolanda is coming. #GoodNight Frens :) #Prayer @ Sangi, http://t.co/EKzqlP9FHg",1383722926.0,Badayerr,Philippines,en,10.3844671,'398109710433669121',Alaska,123.6490287,-32400
@RAMILktea: Yolanda sounds ghetto. This nigga gon' drop sum heavy shit on us deym! imma make it rain.,1383722930.0,seRENAteaa,MNL,en,,'398109730226204673',Singapore,,28800
"Let us pray, be alert and be ready.Keep safe everyone. #Keepsafe #prayforthephilippines #supertyphoonyolanda #YolandaPH",1383722931.0,thrish0813,,en,,'398109733153808384',,,
"Hello, here are some updates inside Deremoe:* #AMEFest starts next week, and we hope Super Typhoon #Haiyan (aka... http://t.co/oMJ1mpJqAL",1383722933.0,Team_Deremoe,Philippines,en,,'398109740129325056',Beijing,,28800
"Yolanda, want some ice cream?  http://t.co/chmNUZdDQG",1383722933.0,BESbesas,Republic of the Philippines :),en,,'398109742402641920',Alaska,,-32400
Prayin' for everyone's safety. #Yolanda is coming. #PrayforPhilippines,1383722935.0,akoposibonbon,Philippines,en,,'398109750287540224',Hawaii,,-36000
Listening to Christmas songs to keep my mind off of tomorrow's super typhoon.,1383722935.0,kialedesma,Davao City,en,,'398109749155082240',Hong Kong,,28800
God bless Philippines! #YolandaPH http://t.co/ELxQof9Fuz,1383722937.0,pascualKARL,Manila,en,,'398109755970838528',Pacific Time (US & Canada),,-28800
"Stay safe and keep yourselves updated. #YolandaPH may be unstoppable, but the possible effects are manageable. Follow @philredcross.",1383722939.0,euniceamaranto,Philippines,en,,'398109765714190336',Singapore,,28800
Yolanda's here. It's raining.,1383722939.0,magikerrol,Philippines,en,,'398109764971802624',Alaska,,-32400
"Be safe, guys. Be prepared every now and then. Obey the authorities' advise. #YolandaPH",1383722941.0,leaoracion,"Davao City, Philippines",en,,'398109776527118336',Beijing,,28800
"""@AyyTangaLangDre: This Typhoon Yolanda is really strong. Keep safe guys #GoAwayYolandaBitch http://t.co/8AKMEXSqPK"" This made me laugh!",1383722943.0,CakeMosh,Philippines,en,,'398109781254103040',Alaska,,-32400
Severe Typhoon Haiyan exploding in power on path towards Philippines http://t.co/LkI9OoQbYi,1383722943.0,jasperm0ss,Earth,en,,'398109782436876290',Pacific Time (US & Canada),,-28800
There's a typhoon coming? Keep safe everyone.  #PrayForThePhilippines,1383722947.0,imanjelakirsten,,en,,'398109798731767808',Singapore,,28800
@Macabeez: Fingers crossed this typhoon doesn't last til Saturday,1383722947.0,patdlsf,,en,,'398109800732434432',Hong Kong,,28800
Dance performance is gonna be released tomorrow OTL Imma Ringa Linga while the super typhoon is approaching OTL hahaha,1383722949.0,NikkiBAEBY,StrawBAERI swing,en,,'398109808143781889',Beijing,,28800
PAGASA: Typhoon 'Yolanda' expected to enter PH Area of Responsibility before midnight #YolandaPH,1383722949.0,aegisph,"Manila, Cebu, Baguio",en,,'398109809720848384',Taipei,,28800
My prayers are with all of our kababayans out there. I pray that #YolandaPH won't affect us tragically. Stay safe everyone!,1383722951.0,marianneantolin,"Las Pinas, Philippines",en,,'398109816544960512',Hong Kong,,28800
Called my Dad because I'm worried. :( #YolandaPH,1383722954.0,suuupermej,,en,14.62702727,'398109829832511488',Pacific Time (US & Canada),121.02215323,-28800
Calamity areas still without electricity a day before 'Yolanda' makes landfall: ... http://t.co/PvOhGjN4mB,1383722955.0,AksyonTV,"TV5, Philippines",en,,'398109835587096576',,,
"Yolanda, how much water are you gonna pour?",1383722955.0,_torvics,"Venice, Italy",en,,'398109833015984130',Pacific Time (US & Canada),,-28800
LISTS | 811 municipalities to experience torrential rains from 'Yolanda' - Project NOAH: ... http://t.co/rkUi0Uf8Nx,1383722956.0,AksyonTV,"TV5, Philippines",en,,'398109836715388928',,,
Mobile phone companies brace for 'Yolanda': ... http://t.co/fo8i9qlEVw,1383722956.0,AksyonTV,"TV5, Philippines",en,,'398109837440974848',,,
For up-to-date info on #YolandaPH pls follow &gt; @claudtrillo @IamMargaritaV @liadcruz @francenoguera @seph_ubalde @martinez_ice,1383722956.0,News5E,,en,,'398109838200147968',,,
Hope everyone stays safe and sound from the coming typhoon. #Praying,1383722957.0,veraalyanna,Philippines,en,,'398109842025357312',Beijing,,28800
GoOd Night EveRyOne!..guys lets pray for our safety sa paparating na super typhoon #YolandaPH..GodBless EveryOne of us.,1383722957.0,lanie_12gocjin,Philippines,en,,'398109840788049920',,,
#YolandaPH.. Signal 1 is up is some areas in Visayas http://t.co/N7TBkP7kmC,1383722959.0,rossgaddi10,,en,,'398109849315057666',,,
@withtaemin  ui unnie take care ha omf i heard about le typhoon =w=,1383722961.0,ninjjajung,,en,,'398109857959522304',Seoul,,32400
"RT @wunderground: Dr. Masters says, ""Category 5 Super #Typhoon #Haiyan Headed Towards the Philippines"" http://t.co/wCDZ4X2zFA",1383722962.0,AMSPolicy,"Washington, DC",en,,'398109864368435200',,,
Super Typhoon Yolanda will hit the land with great impact. I think I can't go back on friday.,1383722962.0,keiXseth,Philippines,en,,'398109863240146944',Singapore,,28800
Philippines braces for supertyphoon http://t.co/1HqTRv8rgS via @inquirerdotnet,1383722962.0,Jesseoyieke,Silang Cavite,en,,'398109861453373440',Quito,,-18000
"@miyukiiimo: PAG-ASA uses the world ""delubyo"" to describe the coming typhoon, ""Yolanda"". Mag-ingat! Always be prepared! Pray ",1383722964.0,paulinearan,"Rizal, PH",en,,'398109873134505984',Beijing,,28800
Not another typhoon.,1383722966.0,Jamberrrrrr," La Union,Philippines",en,,'398109879690215424',Alaska,,-32400
Spare us Lord.Prayer is our mightiest armour.#supertyphoon #YolandaPH,1383722968.0,KD_kyjienisnea,alluring19,en,,'398109888749912064',Alaska,,-32400
lets pray for the coming super typhoon that God would spare our country from the devastating storm!!!,1383722969.0,ericklouiedanol,,en,,'398109890943545344',,,
"@ngpetrina Tomorrow, there is bagyo pean.",1383722973.0,kbawaay,,en,,'398109908031127552',,,
#YolandaPH is really strong. Be ready and keep safe everyone...,1383722974.0,sinneddennis20,,en,,'398109914570051584',Beijing,,28800
#YolandaPh keep safe everyone.Pray! Pray!,1383722974.0,Klarissedguzman,Philippines,en,,'398109915245326336',Alaska,,-32400
"""@ABSCBNNews: Quake-hit Bohol prepares for 'Yolanda' http://t.co/l6TuuvQHgy"" :(",1383722974.0,WhereisGlennica,somewhere in neverland,en,,'398109915325014016',Pacific Time (US & Canada),,-28800
God Bless and Stay Safe to all those who will be affected by the typhoon. God Bless you all.,1383722976.0,thisismejames,"Manila, Philippines",en,,'398109919657750529',Beijing,,28800
Go away Yolanda!!!... Praying the super typhoon genes off course and hits the middle of the ocean instead. Please spare us! :(,1383722976.0,xandrarocha,Philippines,en,,'398109919590637569',Pacific Time (US & Canada),,-28800
@AyyTangaLangDre: This Typhoon Yolanda is really strong. Keep safe guys #GoAwayYolandaBitch http://t.co/BAMabUl0kf,1383722976.0,BossBalita_,"Milan ,Italy ",en,,'398109923164585984',Greenland,,-10800
I hate how PAGASA experts describe the typhoon as 'Delubyo'. Tsk. #BigWords,1383722977.0,ItsOurHey,Philippines,en,,'398109926397992960',Alaska,,-32400
Expected to reach CAT 5. Be safe everyone. #typhoon http://t.co/P8ai76sKDq,1383722978.0,acatral,Philippines,en,,'398109929758019584',Singapore,,28800
"Typhoon yolanda, keep safe guys",1383722979.0,gwynethvvaldez,OverTheRainbow,en,,'398109934019047425',Beijing,,28800
The super typhoon yulanda entered already Philippine Area of Res.,1383722980.0,iamTimAmazing,Philippines ,en,,'398109939945590784',Arizona,,-25200
Lets all pray for this Bagyong Yolanda  keepsafe everyone! ,1383722980.0,DCapapas,,en,,'398109940411150336',,,
#TyphoonYolanda  - how are you related to typhoon Yoling in the 70's?  Tinangay lang naman ang roofs namin noon.,1383722980.0,celinasbuendia,makati city,en,,'398109938334969856',,,
Looks like wrong weekend to go to Manila #seriously #Needaclimatewriter? #Haiyan MT @afreedma THIS is a hurricane http://t.co/rhhFPdI1mp,1383722982.0,jzaffos,"Fort Collins, CO",en,,'398109944882282497',Mountain Time (US & Canada),,-25200
Typhoon Yolly! Please dont be so harsh :/,1383722985.0,0622May,,en,,'398109959574925312',,,
Lord have your way in us. #YolandaPH,1383722986.0,ChannLennon,PH,en,,'398109962196369408',Beijing,,28800
"""@ANCALERTS: PHOTO: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/8U4zjohDoN"" -stock up on food; hybernate mode?",1383722986.0,iamvinzdaprince,Makati,en,,'398109963391750144',Beijing,,28800
Were having a strong typhoon tomorrow. Hope some of my kapwa Filipinos will be okay. God Bless Philippines,1383722988.0,OxanaCim,,en,,'398109970018750464',Mountain Time (US & Canada),,-25200
"Severe Weather Bulletin Number ONE Tropical Cyclone Warning: Typhoon ""YOLANDA""(HAIYAN)Issued at 11:00 p.m.,... http://t.co/ZhqDTdcTc4",1383722988.0,iloveburauen,"Burauen Leyte, Philippines",en,,'398109970933100544',Pacific Time (US & Canada),,-28800
@iSOTTOpes: TestTesTeT TyTypTyphTyphoTyphooTyphoon,1383722990.0,KoyaBigs,"Cebu , Philippines",en,,'398109979778887680',Hong Kong,,28800
#YolandaPH is here..  stay safe and dry Seedlings.  Pray for our fellow Filipinos in Visayas who are actually suffering already. ,1383722990.0,TSMSRelief,"Don Antonio, Quezon City, PH",en,,'398109982077358082',,,
I'm really worried about the coming super typhoon :(( Ingat tayong lahat!,1383722990.0,hannapeia,Tumblr,en,,'398109979510452224',Beijing,,28800
"While everyone's busy updating about the supertyphoon #Yolanda, @msneri27  is busy too... updating about the standings in #MissUniverse2013",1383722991.0,hazneriXD,CGY,en,,'398109985206321152',Pacific Time (US & Canada),,-28800
"Lord, spare us from any typhoon or calamity again... Protect us for we know that nothing is impossible http://t.co/uIC0KSOBGY",1383722992.0,evitagarcia,"T: 14.617,121.040031",en,,'398109989975629824',Singapore,,28800
Super  typhoon is coming...yikes protect us lord!,1383722992.0,angelaOng_33,God's heart,en,,'398109987773218816',Beijing,,28800
@SARAHiseurglass oohhhhh!! :)) I like Haiyan better though :)),1383722995.0,danieLALAvedyou,in the Universe,en,,'398110002956627968',Hong Kong,,28800
"""@MariRamosCNN: Super Typhoon. Line indicates approximate time/location for center of storm#YolandaPH #CNN http://t.co/324dQwjjh1""",1383723000.0,penfamatigan,"Lipa City, Batangas",en,,'398110023127035904',Alaska,,-32400
@nesThorpol hahah. Who's Yolanda?,1383723004.0,plehdgie,ROMANS 8:38-38 this side,en,,'398110040869339136',Eastern Time (US & Canada),,-18000
Life vest...Check! #YolandaPH is coming to town!,1383723004.0,Aidan_Manuel,"Cebu, Philippines",en,,'398110040936042496',Beijing,,28800
Panic buying ito for sure starting tomorrow. Be safe everyone and ready your Typhoon Kit. #BagyongYolanda,1383723005.0,JorgeUrquico,Philippines,en,,'398110044958375936',Alaska,,-32400
Keep Safe Filipinos! God Bless Philippines ! #Yolandaph # prayPH,1383723005.0,reaLKatherineP,Phillipines,en,25.2331394,'398110042928340992',Hong Kong,55.2681884,28800
MT @BMcNoldy: #Haiyan becomes 5th super typhoon of the 2013 WestPac season. 2nd to make landfall on #Philippines. http://t.co/ofmxKw2UhY,1383723006.0,thestormreport,"Kansas City, MO",en,,'398110046237638657',Central Time (US & Canada),,-21600
Haiyan should have entered the PAR now...,1383723007.0,VncSagum_,"Caloocan City, Philippines",en,,'398110050104774656',Hong Kong,,28800
Super Typhoon is on its way  Stay safe guys! ,1383723012.0,andreavarlez,De La Salle University,en,,'398110071848058880',Paris,,3600
"Dato kaayo ang metro, sm, robinsons, etc ug samot karon. I wish they'll give back to the community if anything happens... #Yolanda",1383723014.0,PaupauTweets,sumwer bet fantasy&reality,en,,'398110080110850048',Singapore,,28800
"""LEEviess: RT @denbendicion ""OUR GOD is bigger than you YOLANDA! #pray"" #THIS""",1383723017.0,HellYeahJK,Westeros,en,,'398110092681166848',International Date Line West,,-39600
Reading about the Super Typhoon that is being reported to hit our country. Lord please protect us. we will trust you all the way.,1383723019.0,leeanlpadernal,Philippines,en,,'398110100608393216',,,
"#inquirer Evacuation centers, rescue plans set in Visayas for supertyphoon Yolanda: ... http://t.co/Qk7YxeGVWt #pinoy #philippines",1383723022.0,jerryc,New York,en,,'398110115657576448',Eastern Time (US & Canada),,-18000
"@cheleashley: Lord, we pray that You please spare the supertyphoon and keep everyone safe tomorrow!",1383723028.0,ilovekit_KAT,,en,,'398110140785635328',Pacific Time (US & Canada),,-28800
